    1  HONIARA/HENDERSON             AGGH  HONIARA, SOLOMON ISLANDS      0925420}16003120}000280  
 1469  JORGE WILSTERMAN MIL/CIV      SLCB  COCHABAMBA, BOLIVIA           1725180}066104200083600  
 1470  CHARANA                       SLCN  CHARANA, BOLIVIA              1735420}069260000133200  
 1471  COBIJA                        SLCO  COBIJA, BOLIVIA               1102420}068470000008890  
 1472  CONCEPCION                    SLCP  CONCEPCION, BOLIVIA           1608420}062013600017780  
 1473  EL TROMPILLO MIL/CIV          SLCZ  SANTA CRUZ, BOLIVIA           1748480}063101800013720  
 1474  CAP DE AV EMILIO BELTRAN      SLGY  GUAYARAMERIN, BOLIVIA         1049240}065204200004270  
 1475  SAN JOAQUIN                   SLJO  SAN JOAQUIN, BOLIVIA          1303120}064393600004590  
 1476  MAGDALENA                     SLMG  MAGDALENA, BOLIVIA            1315240}064033600004630  
 1477  JUAN MENDOJA                  SLOR  ORURO, BOLIVIA                1757540}067043600121420  
 1478  CAPTAIN NICHOLAS ROJAS        SLPO  POTOSI, BOLIVIA               1932420}065433000129110  
 1479  CAP AV SALVADOR OGAYA G       SLPS  PUERTO SUAREZ, BOLIVIA        1858360}057491800004400  
 1480  ROBORE                        SLRB  ROBORE, BOLIVIA               1819420}059460000009090  
 1481  RURRENABAQUE                  SLRQ  RURRENABAQUE, BOLIVIA         1428000}067340000006600  
 1482  REYES                         SLRY  REYES, BOLIVIA                1419240}067233000006380  
 1483  SANTA ANA                     SLSA  SANTA ANA, BOLIVIA            1345360}065260600004720  
 1484  CAPTAIN GERMAN QUIROGA G      SLSB  SAN BORJA, BOLIVIA            1451300}066441800006360  
 1485  CAP AV J COCHAMANIDIS SAUCEDO SLSI  SAN IGNACIO DE VELASCO,BOLIVIA1623060}060575400013550  
 1486  SAN IGNACIO DE MOXOS          SLSM  SAN IGNACIO DE MOXOS, BOLIVIA 1459540}065385400005250  
 1487  JUANA AZURDUY DE PADILLA      SLSU  SUCRE, BOLIVIA                1900240}065171800095270  
 1488  CAPITAN ORIEL LEA PLAZA       SLTJ  TARIJA, BOLIVIA               2133180}064420600060840  
 1489  TTE AV JORGE HENRICH ARAUZ    SLTR  TRINIDAD, BOLIVIA             1449180}064550000005090  
 1490  TCNL RAFAEL PABON             SLVM  VILLA MONTES, BOLIVIA         2115180}063241200013060  
 1491  VIRU VIRU INTL                SLVR  SANTA CRUZ, BOLIVIA           1738420}063080600012240  
 1492  YACUIBA                       SLYA  YACUIBA, BOLIVIA              2157300}063390600021160  
 1493  JOHAN ADOLFO PENGEL INTL      SMJP  ZANDERY, SURINAME             05271200055112400000590  
 1494  ST GEORGES DE L'OYAPOCK       SOOG  ST.GEORGES DE L'OYAP,F GUIANA 03535400051481200000460  
 1495  ALFEREZ F VLADIMIR S BAUER    SPAS  ANDOAS, PERU                  0247480}076275400007540  
 1496  MOYOBAMBA                     SPBB  MOYOBAMBA, PERU               0601120}076591200027500  
 1497  CABALLOCOCHA                  SPBC  CABALLOCOCHA, PERU            0355000}070302400003280  
 1498  PUCALLPA MIL/CIV              SPCL  PUCALLPA, PERU                0822420}074343000005150  
 1499  TENIENTE FAP J A DE M MORALES SPEO  CHIMBOTE, PERU                0908420}078311800000700  
 1500  CESAR TORQUE PODESTA          SPEQ  MOQUEGUA, PERU                1710420}070560600044800  
 1501  TINGO MARIA                   SPGM  TINGO MARIA, PERU             0917240}076001200020100  
 1502  CAP JOSE ABELARDO Q GONZALAS  SPHI  CHICLAYO, PERU                0647180}079493600000950  
 1503  COR FAP ALFRED MENDIVIL DUARTESPHO  AYACUCHO, PERU                1309120}074121800089170  
 1504  COM FAP GERMAN ARIAS GRAZZIANISPHZ  ANTA, PERU                    0920540}077354800090220  
 1505  QUINCEMIL                     SPIL  QUINCEMIL, PERU               1313540}070451200020500  
 1506  JORGE CHAVEZ INTL MIL/CIV     SPIM  LIMA, PERU                    1201180}077065400001130  
 1507  JUANJUI                       SPJI  JUANJUI, PERU                 0710420}076435400011480  
 1508  JULIACA                       SPJL  JULIACA, PERU                 1527540}070093600125460  
 1509  SAN JUAN DE MARCONA           SPJN  SAN JUAN, PERU                1521240}075081200001440  
 1510  MAJ GEN FAP ARMANDO R IGLESIASSPJR  CAJAMARCA, PERU               0708240}078293000085900  
 1511  ILO                           SPLO  ILO, PERU                     1741480}071203600000300  
 1512  LAS PALMAS                    SPLP  LAS PALMAS, PERU              1209420}076595400002500  
 1513  PEDRO CANGA                   SPME  TUMBES, PERU                  0333120}080224800000820  
 1514  MOISES BENZAQUEN RENGIFO      SPMS  YURIMAGUAS, PERU              0553420}076070000005870  
 1515  ALFEREZ FAP DAVID F FERNANDINISPNC  HUANUCO, PERU                 0952360}076121800060370  
 1516  COLLIQUE                      SPOL  COLLIQUE, PERU                1155420}077033600004100  
 1517  CHACHAPOYAS                   SPPY  CHACHAPOYAS, PERU             0612180}077513600082940  
 1518  COR FAP FRANCISCO S VIGNETTA  SPQT  IQUITOS, PERU                 0347060}073183600004060  
 1519  RODRIGUEZ BALLON              SPQU  AREQUIPA, PERU                1620120}071340600084050  
 1520  CAP CARLOS MARTINEZ D PINILLOSSPRU  TRUJILLO, PERU                0805180}079063000000750  
 1521  PISCO MIL/CIV                 SPSO  PISCO, PERU                   1344480}076131200000390  
 1522  TARAPOTO                      SPST  TARAPOTO, PERU                0630360}076222400009000  
 1523  COR FAP CARLOS C SANTA ROSA   SPTN  TACNA, PERU                   1803060}070163000015370  
 1524  EL PATO AB                    SPTP  TALARA, PERU                  0433000}081133000002860  
 1525  PADRE ALDAMIZ MIL/CIV         SPTU  PUERTO MALDONADO, PERU        1236480}069134800006590  
 1526  CAPTAIN CONCHA MIL/CIV        SPUR  PIURA, PERU                   0512240}080370000001740  
 1527  CAPTAIN MONTES MIL/CIV        SPYL  TALARA, PERU                  0434240}081151200002820  
 1528  VELAZCO ASTETE                SPZO  CUZCO, PERU                   1332180}071561200106560  
 1529  ANGEL S ADAMI                 SUAA  ADAMI/MONTEVIDEO, URUGUAY     3447240}056155400001740  
 1530  ARTIGAS                       SUAG  ARTIGAS, URUGUAY              3024060}056303000004040  
 1531  COLONIA                       SUCA  COLONIA, URUGUAY              3427240}057461200000720  
 1532  SANTA BERNARDINA INTL MIL     SUDU  DURAZNO, URUGUAY              3321360}056295400003060  
 1533  CAPITAN CORBETA C A CURBELO   SULS  MALDONADO, URUGUAY            3451240}055054200000980  
 1534  CERRO LARGO                   SUMO  MELO, URUGUAY                 3220000}054130600003640  
 1535  CARRASCO INTL MIL/CIV         SUMU  MONTEVIDEO, URUGUAY           3450300}056015400001050  
 1536  EL JAGUEL INTL                SUPE  PUNTA DEL ESTE, URUGUAY       3454480}054551200000660  
 1537  PAYSANDU                      SUPU  PAYSANDU, URUGUAY             3221540}058040600001670  
 1538  RIVERA INTL                   SURV  RIVERA, URUGUAY               3058300}055283600007120  
 1539  SALTO                         SUSO  SALTO, URUGUAY                3126240}057590600001440  
 1540  TACUAREMBO                    SUTB  TACUAREMBO, URUGUAY           3145000}055553000004460  
 1541  OSWALDO GUEVARA MUJICA        SVAC  ACARIGUA, VENEZUELA           09330600069141200006400  
 1542  ANZOATEGUI                    SVAN  ANACO, VENEZUELA              09254800064281800007210  
 1543  BARINAS                       SVBI  BARINAS, VENEZUELA            08370600070132400006660  
 1544  MARISCAL SUCRE                SVBS  MARACAY, VENEZUELA            10151200067385400013380  
 1545  CIUDAD BOLIVAR                SVCB  BOLIVAR, VENEZUELA            08071800063321800001970  
 1546  SAN CARLOS                    SVCJ  SAN CARLOS, VENEZUELA         09385400068343600005120  
 1547  CALABOZO                      SVCL  CALABOZO, VENEZUELA           08553000067250000003280  
 1548  LARA                          SVCO  CARORA, VENEZUELA             10103000070035400014370  
 1549  GEN  EN J J FRANCISCO BERMUDEZSVCP  CARUPANO, VENEZUELA           10393600063154200000330  
 1550  JOSE LEONARDO CHIRINOS        SVCR  CORO,VENEZUELA                11250000069405400000520  
 1551  OSCAR MACHADO ZULOAGA         SVCS  CHARALLAVE, VENEZUELA         10171200066485400021450  
 1552  ANTONIO JOSE DE SUCRE         SVCU  CUMANA, VENEZUELA             10270000064074800000140  
 1553  GEN ISIMO FRANC DE MIRANDA AB SVFM  MIRANDA, VENEZUELA            10290600066503000027390  
 1554  GUANARE                       SVGU  GUANARE, VENEZUELA            09015400069452400006060  
 1555  HIGUEROTE                     SVHG  HIRUEROTE, VENEZUELA          10274200066053600000100  
 1556  JOSEFA CAMEJO INTL            SVJC  PARAGUANA, VENEZUELA          11464800070091200000750  
 1557  SAN JUAN DE LOS MORROS        SVJM  SAN JUAN DE L MORROS,VENEZUELA09542400067224800014040  
 1558  LA CHINITA INTL               SVMC  MARACAIBO, VENEZUELA          10333000071434200002160  
 1559  METROPOLITANO INTL            SVMP  CARACAS, VENEZUELA            10080000066471800005740  
 1560  MATURIN                       SVMT  MATURIN, VENEZUELA            09445400063091200002240  
 1561  CASIQUE ARAMARE               SVPA  PUERTO AYACUCHO, VENEZUELA    05370000067361800002450  
 1562  BARTOLOME SALOM MIL/CIV       SVPC  PUERTO CABELLO, VENEZUELA     10283600068041800000320  
 1563  SAN ANTONIO DEL TACHIRA       SVSA  SAN ANTONIO, VENEZUELA        07503000072262400013120  
 1564  MAYOR BUENAVENTURA VIVAS      SVSO  SANTO DOMINGO, VENEZUELA      07334200072020600010830  
 1565  SUB TENIENTE NESTOR ARIAS     SVSP  SAN FELIPE, VENEZUELA         10165400068451800007610  
 1566  SAN FERNANDO DE APURE         SVSR  SAN FERNAN DE APURE, VENEZUELA07530000067263600002390  
 1567  SANTA BARBARA DEL ZULIA       SVSZ  SANTA BARB DEL ZULIA,VENEZUELA08583000071563000000320  
 1568  TUCUPITA                      SVTC  TUCUPITA, VENEZUELA           09051800062054200000320  
 1569  ARTURO MICHELENA INTL ZIM VAL.SVVA  VALENCIA, VENEZUELA           10084800067554800014100  
 1570  JUAN PABLO PEREZ ALFONSO      SVVG  MERIDA/EL VIGIA, VENEZUELA    08373000071402400002500  
 1571  DR  ANTONIO NICOLAS BRICENO   SVVL  VALERA, VENEZUELA             09204200070350600020600  
 1572  VALLE DE LA PASCUA            SVVP  VALLE DE LA PASCUA, VENEZUELA 09132400065593600004100  
 1573  KAMARANG                      SYKM  KAMARANG, GUYANA              05521200060374200016000  
 1574  LINDEN                        SYLD  LINDEN, GUYANA                05580000058161200001800  
 1575  MELVILLE HALL                 TDPD  DOMINICA, DOMINICA I, DOMINICA15323000061183600000800  
 1576  MARIE GALANTE                 TFFM  GRAND BOURG, GUADELOUPE       15521800061155400000160  
 1577  CYRIL E  KING                 TIST  CHARLOTTE AMALIE, VIRGIN I    18201200064582400000240  
 1578  ALEXANDER HAMILTON            TISX  CHRISTIANSTED, VIRGIN I       17420600064475400000610  
 1579  RAFAEL HERNANDEZ              TJBQ  AGUADILLA/BORINQUN,PUERTO RICO18294100067074600002380  
 1580  CULEBRA                       TJCP  ISLA CULEBRA, PUERTO RICO     18184800065181600000490  
 1581  DIEGO JIMENEZ TORRES          TJFA  FAJARDO, PUERTO RICO          18183000065394200000640  
 1582  REINA BEATRIX INTL            TNCA  ARUBA, ARUBA I,N ANTILLES     12301800070004200000600  
 1583  HATO MIL/CIV                  TNCC  CURACAO, CURACAO I,N ANTILLES 12113600068574200000290  
 1584  PRINSES JULIANA               TNCM  PHILIPSBURG,ST MAARTEN I,N ANT18023000063063600000130  
 1585  GRANTLEY ADAMS INTL           TPBP  BARBADOS, BARBADOS            13034800059293600001690  
 1586  WALLBLAKE                     TQPF  THE VALLEY,ANGUILLA I,ANGUILLA18124200063032400001080  
 1587  CROWN POINT                   TTCP  SCARBOROUGH, TOBAGO I, TOBAGO 11084800060503000000360  
 1588  BERMUDA INTL                  TXKF  HAMILTON, BERMUDA             32215400064404200000120  
 1589  ALMATY/ALMA-ATA               UAAA  ALMATY/ALMA-ATA, KASAKHSTAN   4321060007702180}022340  
 1590  MANAS                         UAFM  BISHKEK, KYRGYZSTAN           4303420007428300}020900  
 1591  OSH                           UAFO  OSH, KYRGYZSTAN               4036300007247360}029270  
 1592  AKTYUBINSK                    UATT  AKTYUBINSK, KASAKHSTAN        5014420005712240}007380  
 1593  BINA                          UBBB  BAKU, AZERBAIJAN              4028180005003060}000000  
 1594  ZVARTNOTS                     UGEE  YEREVAN, ARMENIA              4008540004423360}028380  
 1595  NOVOALEXEYEVKA                UGGG  TBILISI, GEORGIA              4140060004457180}015720  
 1596  BABUSHARA                     UGSS  SUKHUMI/BABUSHARA, GEORGIA    4251120004107180}000520  
 1597  NOVY/KHABAROVSK               UHHH  KHABAROVSK,RUSSIAN FEDERATION 4831360013511120}002460  
 1598  ANADYR'                       UHMA  RUSSIA                        6447000017734000{002030  
 1599  PROVIDENIYA BAY               UHMD  PROVIDENIYA BAY, RUSSIA       64220000173140000000710  
 1600  SOKOL/MAGADAN                 UHMM  MAGADAN, RUSSIAN FEDERATION   5954360015043000}005740  
 1601  PETROPAVLOVSK-KAMCA           UHPP  PETROPAVLOVSK KAMCHATSKIY RUSS5258000015845000{000790  
 1602  JUZNO-SAHALINSK               UHSS  YUZNO-SAKALINSK,SAKHALIN RUSSI4655000014243000{001020  
 1603  VLADIVOSTOK                   UHWW  VLADIVOSTOK, RUSSIAN FED      4323540013209120}000430  
 1604  KADALA                        UIAA  CHITA, RUSSIAN FEDERATION     5202000011318000}022700  
 1605  IRKUTSK                       UIII  BOLSHOYE GOLOUSTNOYE, RUSSIA  5216000010423420}016730  
 1606  MUKHINO                       UIUU  ULAN-UDE, RUSSIAN FEDERATION  5149000010728000}016900  
 1607  BORISPOL                      UKBB  KIEV, UKRAINE                 5020420003053420}004270  
 1608  DNEPROPETROVSK                UKDD  DNEPROPETROVSK, UKRAINE       4821240003505480}004790  
 1609  LOZOVATKA                     UKDR  LOZOVATKA, UKRAINE            4802360003312360}004070  
 1610  SIMFEROPOL                    UKFF  SIMFEROPOL, UKRAINE           4502180003358540}006370  
 1611  ZHULYANY                      UKKK  KIEV, UKRAINE                 5024060003027000}005860  
 1612  IVANO-FRANKOVSK               UKLI  IVANO-FRANKOVSK, UKRAINE      4853120002441240}009190  
 1613  LVOV                          UKLL  LVOV, UKRAINE                 4948420002357180}010700  
 1614  ROVNO                         UKLR  ROVNO, UKRAINE                5036300002608300}007510  
 1615  UZHGOROD                      UKLU  UZHGOROD, UKRAINE             4838060002215420}003770  
 1616  MYKOLAIV                      UKON  MYKOLAIV, UKRAINE             4703300003155180}000660  
 1617  TSENTRALNY                    UKOO  ODESSA, UKRAINE               4625360003040420}001710  
 1618  PULKOVO                       ULLI  LENINGRAD/ST PETERSBURG,RUSSIA5947240003016240}000790  
 1619  PULKOVO                       ULLI  ST PETERSBURG/LENINGRAD,RUSSIA5947240003016240}000790  
 1620  MURMANSK                      ULMM  MURMANSK, RUSSIAN FEDERATION  6846540003245060}002660  
 1621  PSKOV                         ULOO  PSKOV, RUSSIAN FEDERATION     5747120002823480}001540  
 1622  BESOVETS                      ULPB  PETROZAVODSK, RUSSIAN FED     6153000003409000}001570  
 1623  KHRABROVO                     UMKK  KALININGRAD, RUSSIAN FED      5453240002035420}000430  
 1624  OBUKHOVO                      UMMG  OBUKHOVO, BELARUS             5336060002403180}004430  
 1625  MINSK-2                       UMMS  MINSK, BELARUS                5353000002801540}006690  
 1626  VITYAZEVO                     URKA  ANAPA, RUSSIAN FEDERATION     4500060003720540}001740  
 1627  PASHKOVSKY                    URKK  KRASNODAR, RUSSIAN FEDERATION 4502060003910180}001180  
 1628  UYTASH                        URML  MAKHACHKALA, RUSSIAN FED      4249000004739060}000130  
 1629  MINERALNYYE VODY              URMM  MINERALNYYE VODY, RUSSIAN FED 4413300004305000}010530  
 1630  NALCHIK                       URMN  NALCHIK, RUSSIAN FEDERATION   4330480004338180}014600  
 1631  BESLAN                        URMO  VLADIKAVKAZ, RUSSIAN FED      4312180004436300}016730  
 1632  SHPAKOVSKOYE                  URMT  STAVROPOL, RUSSIAN FEDERATION 4506300004206480}014860  
 1633  ROSTOV-NA-DONU                URRR  ROSTOV-NA-DONU, RUSSIAN FED   4715300003949120}002800  
 1634  SOCHI                         URSS  SOCHI, RUSSIAN FEDERATION     4326420003956420}000890  
 1635  NARIMANOVO                    URWA  ASTRAKHAN, RUSSIAN FEDERATION 4617180004800300}000660  
 1636  GUMRAK                        URWW  VOLOGRAD, RUSSIAN FEDERATION  4847000004420480}004820  
 1637  ASHKHABAD                     UTAA  ASHKHABAD, TURKMENISTAN       3758420005821540}006890  
 1638  DUSHANBE                      UTDD  DUSHANBE, TAJIKSTAN           3832360006849300}025720  
 1639  KHUDZHAND                     UTDL  KHUDZHAND, TAJIKSTAN          4012540006941420}014500  
 1640  SAMARKAND                     UTSS  SAMARKAND, UZBEKISTAN         3942060006659060}022240  
 1641  TERMEZ                        UTST  TERMEZ, UZBEKISTAN            3717120006718300}010260  
 1642  YUZHNY                        UTTT  TASHKENT, UZBEKISTAN          4115240006916540}014140  
 1643  DOMODEDOVO                    UUDD  DOMODEDOVO, RUSSIAN FEDERATION5524300003754300}005870  
 1644  SHEREMETYEVO                  UUEE  MOSCOW/MOSKVA, RUSSIAN FED    5558240003724540}006270  
 1645  MIGALOVO                      UUEM  TVER, RUSSIAN FEDERATION      5649300003545300}004690  
 1646  BELGOROD                      UUOB  BELGOROD, RUSSIAN FEDERATION  5038360003635300}007350  
 1647  CHERTOVITSKOYE                UUOO  VORONEZH, RUSSIAN FEDERATION  5148540003913480}005140  
 1648  VNUKOVO                       UUWW  MOSCOW/MOSKVA, RUSSIAN FED    5535300003715420}006860  
 1649  SYKTYVKAR                     UUYY  SYKTYVKAR, RUSSIAN FEDERATION 6138540005050420}003420  
 1650  STRIGINO                      UWGG  NIZHNINOVGOROD, RUSSIAN FED   5613480004347120}002560  
 1651  KAZAN                         UWKD  KAZAN, RUSSIAN FEDERATION     5536120004917060}004070  
 1652  KURUMOCH                      UWWW  SAMARA, RUSSIAN FEDERATION    5330000005009180}004760  
 1653  AHMEDABAD                     VAAH  AHMEDABAD, INDIA              2304240007238000}001840  
 1654  BOMBAY                        VABB  BOMBAY, INDIA                 1905180007252060}000360  
 1655  VADODARA                      VABO  BARODA, INDIA                 2220120007313360}001230  
 1656  BAIRAGARH                     VABP  BHOPAL, INDIA                 2317000007720120}017160  
 1657  BHAVNAGAR                     VABV  BHAVNAGAR, INDIA              2145180007211120}000200  
 1658  INDORE                        VAID  INDORE, INDIA                 2243240007548180}018490  
 1659  BOMBAY/JUHU                   VAJJ  BOMBAY, INDIA                 1905480007250060}000160  
 1660  JAMNAGAR                      VAJM  JAMNAGAR, INDIA               2227480007000420}000690  
 1661  KANDLA                        VAKE  KANDLA, INDIA                 2306480007006060}000950  
 1662  NAGPUR                        VANP  NAGPUR, INDIA                 2105360007902480}010330  
 1663  PUNE (POONA)                  VAPO  PUNE (POONA), INDIA           1835000007355120}019340  
 1664  RAJKOT                        VARK  RAJKOT, INDIA                 2218240007046480}004400  
 1665  UDAIPUR                       VAUD  UDAIPUR, INDIA                2437000007353480}016700  
 1666  COLOMBO/RATMALANA             VCCC  COLOMBO, SRI LANKA            0649120007953240}000220  
 1667  TRINCOMALEE/CHINA BAY SLAF    VCCT  TRINCOMALEE, SRI LANKA        0832120008111000}000060  
 1668  BATTAMBANG                    VDBG  BATTAMBANG, CAMBODIA          1305420010313300}000590  
 1669  KAMPONG CHHNANG WEST          VDKH  KAMPONG, CAMBODIA             1215180010433480}000500  
 1670  SIEM REAP                     VDSR  SIEM REAP, CAMBODIA           1324360010348480}000230  
 1671  AGARTALA                      VEAT  AGARTALA, INDIA               2353360009114300}000470  
 1672  SHILLONG/BARAPANI             VEBI  BARAPANI/SHILLONG, INDIA      2542060009158420}029500  
 1673  BHUBANESWAR                   VEBS  BHUBANESWAR, INDIA            2014360008549060}001460  
 1674  NETAJI SUBHAS CHANDRA BOSE INTVECC  CALCUTTA, INDIA               2239120008826480}000170  
 1675  COOCH BEHAR                   VECO  COOCH BEHAR, INDIA            2619540008928120}001380  
 1676  GORAKHPUR                     VEGK  GORAKHPUR, INDIA              2644240008327000}002590  
 1677  GAYA                          VEGY  GAYA, INDIA                   2444480008456360}003770  
 1678  IMPHAL/TULIHAL                VEIM  TULIHAL/IMPHAL, INDIA         2445420009353360}025420  
 1679  NORTH LAKHIMPUR               VELR  LILABARI, INDIA               2717300009405240}003290  
 1680  PATNA                         VEPT  PATNA, INDIA                  2535300008505120}001670  
 1681  RANCHI                        VERC  RANCHI, INDIA                 2318540008519180}021470  
 1682  VISHAKHAPATNAM                VEVZ  VISHAKHAPATNAM, INDIA         1743180008313180}000140  
 1683  VERTICAL CUTOFF 0 GV          VC00  HIGH MAG LAT LOCATION         8800000000600000}001000  
 1684  VERTICAL CUTOFF 16 GV         VC16  EQATORIAL MAG LAT LOCATION    0000010006000000}001000  
 1685  COX'S BAZAR                   VGCB  COX'S BAZAR, BANGLADESH       2127000009158060}000120  
 1686  RAJSHAHI                      VGRJ  RAJSHAHI, BANGLADESH          2426060008837000}000550  
 1687  TEJGAON                       VGTJ  DHAKA/TEJGAON, BANGLADESH     2347000009023000}000240  
 1688  AGRA                          VIAG  AGRA, INDIA                   2709180007757420}005510  
 1689  ALLAHABAD                     VIAL  ALLAHABAD, INDIA              2526240008144120}003220  
 1690  AMRITSAR                      VIAR  AMRITSAR, INDIA               3142240007447480}007540  
 1691  VARANASI                      VIBN  VARANASI, INDIA               2527060008251360}002620  
 1692  BAREILLY                      VIBY  BAREILLY, INDIA               2825180007927000}005650  
 1693  CHANDIGARH                    VICG  CHANDIGARH, INDIA             3040420007647060}010120  
 1694  SAFDARJUNG                    VIDD  DELHI, INDIA                  2835000007712180}007050  
 1695  DEHRA DUN                     VIDN  DEHRA DUN, INDIA              3011300007810180}018050  
 1696  INDIRA GANDHI INTL            VIDP  DELHI, INDIA                  2834240007706000}007760  
 1697  GWALIOR (MAHARAJPUR)          VIGR  GWALIOR(MAHARAJPUR), INDIA    2617420007813420}006170  
 1698  JODHPUR                       VIJO  JODHPUR, INDIA                2615420007302480}007170  
 1699  JAIPUR                        VIJP  JAIPUR, INDIA                 2649180007548240}012630  
 1700  JAMMU                         VIJU  JAMMU, INDIA                  3241300007450120}010290  
 1701  KANPUR                        VIKA  KANPUR, INDIA                 2626300008021480}004100  
 1702  LUDHIANA                      VILD  LUDHIANA, INDIA               3051120007557120}008070  
 1703  LUCKNOW                       VILK  LUCKNOW, INDIA                2645360008052420}004000  
 1704  SPRINAGAR                     VISR  SPRINAGAR, INDIA              3359180007446300}054580  
 1705  LOUANGPHRABANG                VLLB  LOUANGPHRABANG, LAOS          1953480010209360}009780  
 1706  PAKSE                         VLPS  PAKSE, LAOS                   1507540010546540}003510  
 1707  SAVANNAKHET                   VLSK  SAVANNAKHET, LAOS             1633240010445300}004590  
 1708  VIENTIANE (WATTAY)            VLVT  VIENTIANE (WATTAY), LAOS      1759180010233480}005590  
 1709  BHAIRAHAWA                    VNBW  BHAIRAHAWA, NEPAL             2730180008325060}003580  
 1710  JANAKPUR                      VNJP  JANAKPUR, NEPAL               2642300008555180}002560  
 1711  NEPALGUNJ (MANIKAPUR)         VNNG  NEPALGUNJ (MANIKAPUR), NEPAL  2806060008140120}005410  
 1712  SIMARA                        VNSI  SIMARA, NEPAL                 2709480008459000}004500  
 1713  BIRATNAGAR                    VNVT  BIRATNAGAR, NEPAL             2629000008716000}002360  
 1714  BANGALORE                     VOBG  BANGALORE, INDIA              1257000007740120}029100  
 1715  COIMBATORE                    VOCB  COIMBATORE, INDIA             1101480007702360}013190  
 1716  COCHIN INNY                   VOCC  COCHIN, INDIA                 0956420007616180}000080  
 1717  CALICUT/KARIPUR               VOCL  CALICUT, INDIA                1108060007556540}003280  
 1718  AIR FORCE ACADEMY/ DUNDIGUL   VODG  DUNDIGUL, INDIA               1737540007824120}020130  
 1719  HYDERABAD                     VOHY  HYDERABAD, INDIA              1727060007827420}017410  
 1720  MADURAI                       VOMD  MADURAI, INDIA                0950060007805240}004610  
 1721  MADRAS INTL                   VOMM  MADRAS, INDIA                 1259360008010420}000340  
 1722  TIRUCHCHIRAPPALLI             VOTR  TRICHY, INDIA                 1045540007842300}002920  
 1723  TRIVANDRUM                    VOTV  TRIVANDRUM, INDIA             0828540007655060}000150  
 1724  TAMBARAM                      VOTX  TAMBARAM, INDIA               1254180008007120}000900  
 1725  YELAHANKA                     VOYK  YELAHANKA, INDIA              1308060007736180}030450  
 1726  GAN ISLAND                    VRGN  GAN ISLAND,ADDU ATOLL,MALDIVES0041300}07309180}000080  
 1727  BANGKOK INTL                  VTBD  BANGKOK, THAILAND             1354420010036240}000090  
 1728  KAMPHAENG SAEN                VTBK  NAKHON PATHOM, THAILAND       1406060009955000}000300  
 1729  KHOK KATHIAM                  VTBL  KHOK KATHIAM, THAILAND        1452300010039480}000980  
 1730  U-TAPHAO INTL                 VTBU  RAYONG, THAILAND              1240480010000180}000590  
 1731  WATTHANA NAKHON               VTBW  PRACHIN BURI, THAILAND        1346060010218420}002000  
 1732  CHIANG MAI INTL               VTCC  CHIANG MAI, THAILAND          1846240009857360}010350  
 1733  MAE HONG SON (MUAI TO)        VTCH  MAE HONG SON, THAILAND        1918000009758300}007610  
 1734  NAN                           VTCN  NAN, THAILAND                 1848420010047000}007020  
 1735  CHIANG RAI INTL               VTCT  CHIANG RAI, THAILAND          1957180009953000}012790  
 1736  NAKHON SAWAN                  VTPN  NAKHON SAWAN, THAILAND        1540240010008120}001130  
 1737  PHITSANULOK                   VTPP  PHITSANULOK, THAILAND         1647180010016300}001440  
 1738  SONGKHLA                      VTSH  SONGKHLA, THAILAND            0711060010036300}000120  
 1739  NAKHON SI THAMMARAT           VTSN  NAKHON SI THAMMARAT, THAILAND 0827540009957180}000440  
 1740  PHUKET INTL                   VTSP  PHUKET, THAILAND              0806480009819000}000820  
 1741  HAT YAI INTL                  VTSS  SONGKHLA, THAILAND            0656000010023420}000900  
 1742  BANKHAI                       VTUI  SAKON NAKHON, THAILAND        1711420010407120}005630  
 1743  KHON KAEN                     VTUK  KHON KAEN, THAILAND           1627540010247060}006690  
 1744  NAKHON RATCHASIMA             VTUN  KHORAT, THAILAND              1456120010204420}007290  
 1745  UBON RATCHATHAN               VTUU  UBON RATCHATHAN, THAILAND     1515000010452060}004050  
 1746  DANANG INTL                   VVDN  DANANG, VIETNAM               1602300010812240}000260  
 1747  HANOI/NOIBAI INTL             VVNB  HANOI, VIETNAM                2113180010548180}000390  
 1748  HOCHIMINH/TANSONNHAT INTL     VVTS  HOCHIMINH, VIETNAM            1049120010639180}000300  
 1749  BANMAW                        VYBM  BANMAW, MYANMAR (BURMA)       2416180009714540}003700  
 1750  DAWEI                         VYDW  DAWEI, MYANMAR (BURMA)        1405540009812060}000840  
 1751  HEHO                          VYHH  HEHO, MYANMAR (BURMA)         2044360009647300}038580  
 1752  MANDALAY/CHANMYATHAZI         VYMD  MANDALAY, MYANMAR (BURMA)     2156180009605180}002490  
 1753  MYEIK                         VYME  MYEIK, MYANMAR (BURMA)        1226300009837120}000730  
 1754  MYITKYINA                     VYMK  MYITKYINA/PAMTI,MYANMAR(BURMA)2522480009721180}004720  
 1755  MAWLAMYINE                    VYMM  MAWLAMYINE, MYANMAR (BURMA)   1626360009740000}001500  
 1756  NAMSANG                       VYNS  NAMSANG, MYANMAR (BURMA)      2053180009744060}031010  
 1757  PATHEIN                       VYPN  PATHEIN, MYANMAR (BURMA)      1648480009446360}000200  
 1758  SHANTE                        VYST  MEIKTILA, MYANMAR (BURMA)     2056300009554540}006300  
 1759  SITTWE                        VYSW  SITTWE, MYANMAR (BURMA)       2007540009252300}000280  
